bes,on,from,to,start,actual_start,end,actual_end,length,in_house,from_lat,from_lng,to_lat,to_lng
1701091,N KARLOV AVE,W CARROLL AVE,W LAKE ST,2017-07-12,TRUE,2017-09-20,FALSE,437.4330777,TRUE,41.8867797,-87.7282846,41.8856229,-87.7282422
1701091,N KEELER AVE,W CARROLL AVE,W LAKE ST,2017-07-12,TRUE,2017-09-20,FALSE,393.8770632,TRUE,41.88694,-87.7307413,41.885768,-87.7307274
1701091,W CARROLL AVE,N KEELER AVE,N PULASKI RD,2017-07-12,TRUE,2017-09-20,FALSE,1299.926575,TRUE,41.88694,-87.7307413,41.8868172,-87.7258303
1701091,N PULASKI RD,W CARROLL AVE,W LAKE ST,2017-07-12,TRUE,2017-09-20,FALSE,524.5557935,TRUE,41.8868172,-87.7258303,41.8855158,-87.7257906
1701186,S JUSTINE ST,W 45TH ST,W 46TH ST,2017-07-18,FALSE,2017-08-08,FALSE,645.664504,TRUE,41.8122104,-87.6638546,41.8104309,-87.6638011
1701171,N KOLMAR AVE,W ADDISON ST,W SCHOOL ST,2017-07-19,FALSE,2017-09-19,FALSE,1942.39986,TRUE,41.9462102,-87.7409298,41.9407436,-87.7407767
1601188,E 73RD ST,S SOUTH CHICAGO AVE,S UNIVERSITY AVE,2017-07-20,FALSE,2017-08-23,FALSE,0,TRUE,41.7622831,-87.6006699,41.7623286,-87.5969674
1701022,N KEDVALE AVE,N AVONDALE AVE,W GRACE ST,2017-07-20,FALSE,2017-09-08,FALSE,1036.074136,TRUE,41.9527866,-87.730815,41.9499849,-87.7307309
1701022,N AVONDALE AVE,W IRVING PARK RD,N KEDVALE AVE,2017-07-20,FALSE,2017-09-08,FALSE,427.9446357,TRUE,41.9536039,-87.7321841,41.9527866,-87.730815
1701128,W 97TH PL,S LOOMIS ST,S VINCENNES AVE,2017-07-20,FALSE,2017-09-13,FALSE,1401.628146,TRUE,41.7169186,-87.657582,41.7169927,-87.6522364
1701128,W 97TH ST,S LOOMIS ST,S VINCENNES AVE,2017-07-20,FALSE,2017-09-13,FALSE,1459.90776,TRUE,41.7180614,-87.6576136,41.7181495,-87.651812
1701166,S SEELEY AVE,W 53RD PL,W GARFIELD BLVD,2017-07-20,FALSE,2017-09-26,FALSE,1000.350059,TRUE,41.7966326,-87.6755965,41.793527,-87.6755035
1701166,W 54TH ST,500' WEST OF S HOYNE AVE,S HOYNE AVE,2017-07-20,FALSE,2017-09-26,FALSE,479.8773563,TRUE,41.7957128,-87.6767897,41.7957128,-87.6767897
1701166,W 54TH PL,450' WEST OF S HOYNE AVE,S HOYNE AVE,2017-07-20,FALSE,2017-09-26,FALSE,408.3194406,TRUE,41.7947953,-87.6767588,41.7947953,-87.6767588
1701170,N KILDARE AVE,25' SOUTH OF N MILWAUKEE AVE,W ROSCOE ST,2017-07-20,FALSE,2017-09-05,FALSE,1066.03825,TRUE,41.945738,-87.7347676,41.9426268,-87.7346727
1301216,W WELLINGTON AVE,N FRANCISCO AVE,N CALIFORNIA AVE,2017-07-24,FALSE,2017-09-14,FALSE,657.2806611,TRUE,41.9357688,-87.7001185,41.935744,-87.6977133
1301216,N FRANCISCO AVE,W FLETCHER ST,W WELLINGTON AVE,2017-07-24,FALSE,2017-09-14,FALSE,985.1399198,TRUE,41.9384527,-87.700237,41.9357688,-87.7001185
1701132,W 80TH ST,S PARNELL AVE,S NORMAL AVE,2017-07-24,FALSE,2017-10-13,FALSE,336.7788164,TRUE,41.7488929,-87.6378762,41.7489122,-87.6366612
1701132,W 79TH PL,S NORMAL AVE,S VINCENNES AVE,2017-07-24,FALSE,2017-10-13,FALSE,609.3413,TRUE,41.749777,-87.6366889,41.7497936,-87.6343891
1701132,S NORMAL BLVD,W 79TH ST,80TH ST,2017-07-24,FALSE,2017-10-13,FALSE,666.1974053,TRUE,41.7507409,-87.636709,41.7489122,-87.6366612
1701132,W 80TH ST,NORMAL AVE,VINCENNES AVE,2017-07-24,FALSE,2017-10-13,FALSE,542.1008349,TRUE,41.7489122,-87.6366612,41.7489524,-87.634756
1701132,S PARNELL AVE,W 79TH ST,W 81ST ST,2017-07-24,FALSE,2017-10-13,FALSE,1331.231562,TRUE,41.7507071,-87.6379254,41.7470899,-87.6378387
1701132,W 79TH ST,S PARNELL AVE,S VINCENNES AVE,2017-07-24,FALSE,2017-10-13,FALSE,1039.312493,TRUE,41.7507071,-87.6379254,41.750783,-87.6342559
1701157,S HAMILTON AVE,W 91ST ST,W 92ND ST,2017-07-24,FALSE,2017-10-11,FALSE,628.4822351,TRUE,41.7283186,-87.676219,41.7265005,-87.6761624
1701157,S HAMILTON AVE,W 89TH ST,W 91ST ST,2017-07-24,FALSE,2017-10-11,FALSE,1304.033261,TRUE,41.7319256,-87.6763235,41.7283186,-87.676219
1801008,W LELAND AVE,N VIRGINIA AVE,N ROCKWELL ST,2017-07-24,FALSE,2017-10-11,FALSE,1173.576046,TRUE,41.9666943,-87.6979407,41.9667368,-87.6937398
1801008,W LELAND AVE,N ROCKWELL ST,N WESTERN AVE,2017-07-24,FALSE,2017-10-11,FALSE,1292.390217,TRUE,41.9667368,-87.6937398,41.9667478,-87.688774
1801008,N TALMAN AVE,W LAWRENCE AVE,W LELAND AVE,2017-07-24,FALSE,2017-10-11,FALSE,666.7216582,TRUE,41.9685638,-87.6950145,41.9667226,-87.6949492
1801008,N CAMPBELL AVE,W LAWRENCE AVE,W LELAND AVE,2017-07-24,FALSE,2017-10-11,FALSE,656.0725978,TRUE,41.9685905,-87.6913291,41.9667587,-87.6913029
1801008,N MAPLEWOOD AVE,W LAWRENCE AVE,W LELAND AVE,2017-07-24,FALSE,2017-10-11,FALSE,637.8069575,TRUE,41.9685798,-87.6925844,41.9667499,-87.6925206
1801008,N ARTESIAN AVE,W LAWRENCE AVE,W LELAND AVE,2017-07-24,FALSE,2017-10-11,FALSE,637.9050954,TRUE,41.9686013,-87.6901148,41.9667702,-87.6900689
1701085,S CAMPBELL AVE,W 59TH ST,W 63RD ST,2017-08-01,FALSE,2017-10-04,FALSE,2667.226426,TRUE,41.7865101,-87.6862756,41.779229,-87.6860884
1701085,W 61ST ST,S CAMPBELL AVE,S WESTERN AVE,2017-08-01,FALSE,2017-10-04,FALSE,647.7460094,TRUE,41.7828667,-87.6861806,41.7828812,-87.6838002
1701098,W WALTON ST,N KEDZIE AVE,N SACRAMENTO BLVD,2017-08-02,FALSE,2017-10-09,FALSE,947.4767254,TRUE,41.8999228,-87.6360329,41.8980196,-87.7019214
1701098,N SACRAMENTO BLVD,W AUGUSTA BLVD,W GRAND AVE,2017-08-02,FALSE,2017-10-09,FALSE,812.0201256,TRUE,41.8992317,-87.7019513,41.8964116,-87.7018686
1301219,S KEELER AVE,W 18TH ST,W CULLERTON ST,2017-08-03,FALSE,2017-10-13,FALSE,918.8549673,TRUE,41.85697,-87.7297665,41.8543411,-87.7297132
1301219,W CULLERTON ST,S KOSTNER AVE,S PULASKI RD,2017-08-03,FALSE,2017-10-13,FALSE,2585.866253,TRUE,41.8542695,-87.7346133,41.8544039,-87.7248332
1701112,S PULASKI RD,W MADISON ST,W CONGRESS PKWY,2017-08-03,FALSE,2017-11-10,FALSE,2264.688307,TRUE,41.8807321,-87.7256605,41.8743513,-87.7254164
1701148,S BRIGHTON PL,S ARCHER AVE,S TALMAN AVE,2017-08-08,FALSE,2017-10-13,FALSE,736.3352299,TRUE,41.8212843,-87.6924645,41.8196253,-87.6907706
1701148,W 40TH PL,S TALMAN AVE,S ROCKWELL ST,2017-08-08,FALSE,2017-10-13,FALSE,289,TRUE,41.8196253,-87.6907706,41.8196132,-87.6896368
1701148,W 39TH PL,S ARCHER AVE,S TALMAN AVE,2017-08-08,FALSE,2017-10-13,FALSE,144.2851806,TRUE,41.8219305,-87.6914098,41.8219439,-87.6908379
1701148,S TALMAN AVE,W 39TH PL,W 40TH PL,2017-08-08,FALSE,2017-10-13,FALSE,834.9760054,TRUE,41.8219439,-87.6908379,41.8196253,-87.6907706
1701148,W 40TH ST,190' WEST OF S TALMAN AVE,S TALMAN AVE,2017-08-08,FALSE,2017-10-13,FALSE,189.5634997,TRUE,41.8211289,-87.6908109,41.8211289,-87.6908109
1401331,N KOSTNER AVE,W ROSCOE ST,W BELMONT AVE,2017-08-16,FALSE,2017-10-09,FALSE,1370.758687,TRUE,41.942604,-87.7373099,41.9389664,-87.7370121
1401331,W MELROSE ST,N KOSTNER AVE,310' EAST OF N KOSTNER AVE,2017-08-16,FALSE,2017-10-09,FALSE,308.6954329,TRUE,41.9398695,-87.7370511,41.9398695,-87.7370511
1701083,S NORMAL BLVD,W MARQUETTE RD,W 69TH ST,2017-08-16,FALSE,2017-10-05,FALSE,1321.233627,TRUE,41.7725773,-87.6373319,41.7689477,-87.6372329
1701036,W ARGYLE ST, OF N LEAVITT ST, OF N WINCHESTER AVE,2017-08-23,FALSE,2017-10-25,FALSE,1768.000819,TRUE,41.97232,-87.6841539,41.9724193,-87.6777976
1701036,W ARGYLE ST, OF N WINCHESTER AVE,195' WEST OF N RAVENSWOOD AVE,2017-08-23,FALSE,2017-10-25,FALSE,738.8448324,TRUE,41.9724193,-87.6777976,41.9715559,-87.6751227
1701036,N WINCHESTER AVE,W WINNEMAC AVE,W LAWRENCE AVE,2017-08-23,FALSE,2017-10-25,FALSE,1600.160529,TRUE,41.9732689,-87.6777917,41.9687665,-87.6776956
1301090,N HAMLIN AVE,W MONTROSE AVE,N ELSTON AVE,2017-08-31,FALSE,2017-10-19,FALSE,1649.181548,TRUE,41.9610123,-87.7229321,41.9561937,-87.7227901
1301090,W BERTAU AVE,N HAMLIN AVE,N CENTRAL PARK AVE,2017-08-31,FALSE,2017-10-19,FALSE,0,TRUE,41.9573586,-87.7228287,41.9574342,-87.7179191
1701172,S FRANCISCO AVE,S ARCHER AVE,W 47TH ST,2017-08-31,FALSE,2017-11-17,FALSE,3696.007081,TRUE,41.818546,-87.6969704,41.8082506,-87.6966606
1701014,W WINNEMAC AVE,N DAMEN AVE,N RAVENSWOOD AVE,2017-09-07,FALSE,2017-11-29,FALSE,1205.991449,TRUE,41.9732533,-87.679303,41.9733625,-87.6743282
1701014,N WINCHESTER AVE,W FOSTER AVE,W WINNEMAC AVE,2017-09-07,FALSE,2017-11-29,FALSE,976.5906464,TRUE,41.9760503,-87.6778557,41.9732689,-87.6777917
1701014,W WINONA ST,N DAMEN AVE,N WINCHESTER AVE,2017-09-07,FALSE,2017-11-29,FALSE,389.6835763,TRUE,41.9746916,-87.6793497,41.9747268,-87.6778463
1301181,S CHRISTIANA AVE,W 55TH ST,W 59TH ST,2017-09-08,FALSE,2017-11-30,FALSE,2680.909937,TRUE,41.7934641,-87.7072265,41.7862043,-87.7070086
1701114,S RACINE AVE,W 101ST ST,W 107TH ST,2017-09-13,FALSE,2017-11-30,FALSE,3945.911195,TRUE,41.7104619,-87.6526315,41.6995338,-87.6523333
1701114,W 107TH ST,S RACINE AVE,200' WEST  OF S RACINE AVE,2017-09-13,FALSE,2017-11-30,FALSE,221.2610523,TRUE,41.6995338,-87.6523333,41.6995338,-87.6523333
1701038,W AGATITE AVE,N CENTRAL AVE,N LAVERGNE AVE,2017-09-20,FALSE,2017-12-06,FALSE,4074.454417,TRUE,41.9613903,-87.7672685,41.9615653,-87.7524333
1701038,N LARAMIE AVE,W SUNNYSIDE AVE,W AGATITE AVE,2017-09-20,FALSE,2017-12-06,FALSE,318.0647679,TRUE,41.9624619,-87.757434,41.9615078,-87.7574145
1701078,S WASHTENAW AVE,W 55TH ST,W 59TH ST,2017-09-20,FALSE,2017-11-10,FALSE,2639.767513,TRUE,41.7937459,-87.6913547,41.7864407,-87.6911423
1701164,S MORGAN ST,W 51ST ST,300' NORTH OF W GARFIELD BLVD,2017-10-04,FALSE,2017-12-04,FALSE,2464.31676,TRUE,41.8015233,-87.6502019,41.7942518,-87.6500038
1701164,W 53RD ST,S ABERDEEN AVE,S MORGAN ST,2017-10-04,FALSE,2017-12-04,FALSE,585.0424554,TRUE,41.7978333,-87.6525466,41.7977695,-87.6501012
1801011,N WHIPPLE ST,W WILSON AVE,W MONTROSE AVE,2017-10-04,FALSE,2017-12-05,FALSE,1279.680222,TRUE,41.9647198,-87.7046604,41.9612048,-87.704576
1801011,N SACRAMENTO AVE,W LAWRENCE AVE,W MONTROSE AVE,2017-10-04,FALSE,2017-12-05,FALSE,2648.418472,TRUE,41.9685012,-87.7035717,41.9612165,-87.7033487
1701071,S WABASH AVE,E 66TH ST,E MARQUETTE RD,2017-10-05,FALSE,2017-10-31,FALSE,656.2265993,TRUE,41.7746166,-87.6239718,41.7727798,-87.6239263
1601028,N MENARD AVE,W CHICAGO AVE,W LAKE ST,2017-10-09,FALSE,2017-12-01,FALSE,2510.521623,TRUE,41.8947815,-87.7701093,41.8878723,-87.7698902
1601028,N MENARD AVE,W LAKE ST,W CORCORAN PL,2017-10-09,FALSE,2017-12-01,FALSE,0,TRUE,41.8878723,-87.7698902,41.8871408,-87.77
1701147,S JUSTINE ST,W 83RD ST,W 85TH ST,2017-10-11,FALSE,2017-12-04,FALSE,1301.432443,TRUE,41.7430895,-87.6616369,41.7394501,-87.6615407
1701059,N HARDING AVE,W ARMITAGE AVE,600' SOUTH OF W CORTLAND ST,2017-10-13,FALSE,2017-11-20,FALSE,1219.575845,TRUE,41.9171989,-87.7253024,41.9153581,-87.7252679
1701094,N CAMPBELL AVE,W MAYPOLE AVE,W MADISON ST,2017-10-13,FALSE,2017-11-22,FALSE,965.5762446,TRUE,41.8837525,-87.6885495,41.8811602,-87.6884739
1701111,N SPRINGFIELD AVE, OF W NORTH AVE, OF W DIVISION ST,2017-10-13,FALSE,2017-11-30,FALSE,2564.348423,TRUE,41.9098618,-87.7238804,41.9027009,-87.7238525
1701111,N HAMLIN AVE,W GRAND AVE,W DIVISION ST,2017-10-13,FALSE,2017-11-30,FALSE,441.4624561,TRUE,41.9041953,-87.7214677,41.9027137,-87.7214159
1701153,S MILLARD AVE,W 53RD ST,W 55TH ST,2017-10-13,FALSE,2017-11-29,FALSE,1333.759186,TRUE,41.7970027,-87.7146781,41.7933307,-87.7145741
1701156,S CALUMET AVE,E 53RD ST,E GARFIELD BLVD,2017-10-13,FALSE,2017-12-05,FALSE,1415.330268,TRUE,41.7984218,-87.6176958,41.7947463,-87.6176027
1701032,W WINONA ST,N LARAMIE AVE,200' WEST OF N LAVERGNE AVE,2017-10-19,FALSE,2017-11-27,FALSE,1073.121045,TRUE,41.9743089,-87.7577336,41.974348,-87.7528627
1301272,S SANGAMON ST,W 52ND ST,W 53RD ST,2017-11-10,FALSE,2017-12-29,FALSE,724.218026,TRUE,41.7997116,-87.6489372,41.7977799,-87.6489021
1301272,W 52ND ST,S MORGAN ST,S PEORIA ST,2017-11-10,FALSE,2017-12-29,FALSE,671.6001125,TRUE,41.7996646,-87.6501564,41.7997303,-87.6477236
1701158,W 51ST ST,S ST LOUIS AVE,S KEDZIE AVE,2017-11-17,FALSE,2018-02-22,FALSE,1994.701661,TRUE,41.8007304,-87.7111264,41.800846,-87.7037392
1701158,S SPAULDING AVE,600' NORTH  OF W 51ST ST,W 55TH ST,2017-11-17,FALSE,2018-02-22,FALSE,3296.227569,TRUE,41.8007981,-87.7061944,41.793488,-87.7059974
1701158,S HOMAN AVE,600' NORTH  OF W 51ST ST,W 51ST ST,2017-11-17,FALSE,2018-02-22,FALSE,566.6986138,TRUE,41.800766,-87.7086595,41.800766,-87.7086595
1301269,S LOTUS AVE,W MADISON ST,W HARRISON ST,2017-11-20,FALSE,2018-02-20,FALSE,2685.7593,TRUE,41.8802799,-87.7618164,41.8728537,-87.761549
1301269,S LOCKWOOD AVE,W ADAMS ST,W JACKSON BLVD,2017-11-20,FALSE,2018-02-20,FALSE,630.528506,TRUE,41.8784441,-87.7663698,41.876619,-87.7575429
1301269,W QUINCY ST,S CENTRAL AVE,S LARAMIE AVE,2017-11-20,FALSE,2018-02-20,FALSE,2538.505996,TRUE,41.8774312,-87.7647591,41.877562,-87.7549488
1701093,N MONTICELLO AVE,W CHICAGO AVE,540' SOUTH  OF W FERDINAND ST,2017-11-22,FALSE,2018-01-18,FALSE,2556.930178,TRUE,41.8954421,-87.7175234,41.8899409,-87.7173948
1301011,N MAGNOLIA AVE,W ARGYLE ST,W LAWRENCE AVE,2017-11-29,FALSE,2018-01-29,FALSE,1326.700787,TRUE,41.9726478,-87.6611458,41.9689902,-87.6614547
1301011,W ARGYLE ST,N CLARK ST,N BROADWAY,2017-11-29,FALSE,2018-01-29,FALSE,2185.801974,TRUE,41.9725439,-87.6679235,41.9726709,-87.6597893
1301011,N GLENWOOD AVE,W ARGYLE ST,305' SOUTH OF W ARGYLE ST,2017-11-29,FALSE,2018-01-29,FALSE,308.6863257,TRUE,41.9725882,-87.6646616,41.9725882,-87.6646616
1701155,S KILDARE BLVD,W 45TH ST,W 47TH ST,2017-11-29,FALSE,2018-01-09,FALSE,1282.039431,TRUE,41.8114214,-87.7311988,41.8077688,-87.730905
1701134,W 103RD ST,S HALSTED AVE,S EGGLESTON AVE,2017-11-30,FALSE,2018-03-02,FALSE,2454.248926,TRUE,41.7069195,-87.6428975,41.7070318,-87.6335811
1701134,S LOWE AVE,W 103RD ST,W 104TH ST,2017-11-30,FALSE,2018-03-02,FALSE,565.0389444,TRUE,41.7069663,-87.6391915,41.7051511,-87.6479178
1701134,W 103RD ST,S EGGLESTON AVE,S STATE ST,2017-11-30,FALSE,2018-03-02,FALSE,2702.281118,TRUE,41.7070318,-87.6335811,41.7071536,-87.623499
1701134,W 103RD ST,S STATE ST,S MICHIGAN AVE,2017-11-30,FALSE,2018-03-02,FALSE,879.459577,TRUE,41.7071536,-87.623499,41.7072104,-87.6202083
1701185,W 111TH ST,S ROCKWELL AVE,S WESTERN AVE,2017-11-30,FALSE,2018-01-23,FALSE,1317.261127,TRUE,41.691744,-87.685904,41.6917929,-87.6811517
1701104,W 13TH ST,S DAMEN AVE,S WOLCOTT AVE,2017-12-01,FALSE,2018-01-25,FALSE,666.9038937,TRUE,41.8649342,-87.6762775,41.8649649,-87.6737461
1701104,S WOLCOTT AVE,W WASHBURNE AVE,W 13TH ST,2017-12-01,FALSE,2018-01-25,FALSE,360.7919038,TRUE,41.8658769,-87.6737723,41.8649649,-87.6737461
1701104,S HOYNE AVE,W WASHBURNE AVE,W 13 ST,2017-12-01,FALSE,2018-01-25,FALSE,284.4247647,TRUE,41.8658122,-87.6783946,41.8649011,-87.6786337
1601154,S WENTWORTH AVE,W 69TH ST,S VINCENNES AVE,2017-12-04,FALSE,2018-02-19,FALSE,2663.43366,TRUE,41.7690601,-87.6299501,41.761895,-87.6295498
1601154,S PERRY AVE,W 69TH ST,W 71ST ST,2017-12-04,FALSE,2018-02-19,FALSE,1254.33254,TRUE,41.7691282,-87.6282585,41.7654684,-87.6281481
1601154,W 70TH ST,S WENTWORTH AVE,S PERRY AVE,2017-12-04,FALSE,2018-02-19,FALSE,443.3924746,TRUE,41.7672498,-87.6298089,41.7672823,-87.6282111
1601154,W 72ND ST,S YALE AVE,S WENTWORTH AVE,2017-12-04,FALSE,2018-02-19,FALSE,350.34633,TRUE,41.7635822,-87.6309563,41.7635983,-87.6297149
1701174,W THORNDALE AVE,N RAVENSWOOD AVE,N CLARK ST,2017-12-05,FALSE,2018-02-06,FALSE,1304.520096,TRUE,41.9883238,-87.674641,41.9884388,-87.6697205
1701174,N PAULINA ST,W THORNDALE AVE,W ROSEHILL DR,2017-12-05,FALSE,2018-02-06,FALSE,618.1786132,TRUE,41.9883787,-87.6715532,41.9078815,-87.6702949
1701174,N PAULINA AVE,N RIDGE AVE,W THORNDALE AVE,2017-12-05,FALSE,2018-02-06,FALSE,682.3125594,TRUE,41.9904131,-87.6713216,41.9883787,-87.6715532
1701174,N HERMITAGE AVE,N PETERSON AVE,W ROSEHILL DR,2017-12-05,FALSE,2018-02-06,FALSE,1438.149019,TRUE,41.9908508,-87.673181,41.9866851,-87.6730942
1601011,N RAVENSWOOD AVE,W IRVING PARK RD,W WAVELAND AVE,2017-12-14,FALSE,2018-02-14,FALSE,1995.005541,TRUE,41.9542729,-87.6742216,41.9487499,-87.6736717
1601011,N RAVENSWOOD AVE,W WAVELAND AVE,W ADDISON ST,2017-12-14,FALSE,2018-02-14,FALSE,669.4736224,TRUE,41.9487499,-87.6736717,41.9469342,-87.6737251
